City,State,ELEV_M,TEMP,HI,RH,WDSP,PRCP,MAX,MIN,I_FOG,I_RAIN_DRIZZLE,I_SNOW_ICE,I_HAIL,I_THUNDER,I_TORNADO_FUNNEL,Season
West Palm Beach,FL,3.1,83.08820652173912,89.57336956521739,74.204619565217385,3.3380434782608694,5.361413043478261,96.98,66.92,7,244,0,0,173,0,Summer
Wichita,KS,364.5,77.90244565217391,80.04891304347827,69.57364130434783,3.926358695652174,3.582880434782609,105.08,51.08,17,121,0,0,85,0,Summer
Winston-salem,NC,358.1,76.26141304347826,77.55163043478261,72.73994565217392,1.6559782608695652,3.1769021739130436,98.06,53.96,52,174,0,0,105,0,Summer
Akron,OH,393.2,48.24402173913043,47.05434782608695,67.81467391304348,3.7880434782608696,3.2008152173913045,93.92,15.98,25,72,31,0,16,0,Fall
Albany,NY,111.3,49.05059782608696,47.73641304347826,60.76195652173913,3.051358695652174,2.3388586956521737,96.08,6.98,50,158,33,0,4,0,Fall
Albuquerque,NM,1618.5,54.21532608695652,51.255434782608695,33.55788043478261,5.489402173913043,0.4771739130434783,91.94,15.98,28,72,18,3,17,0,Fall
Ann Arbor,MI,189.6,48.14521739130435,46.942934782608695,65.79375,3.796467391304348,2.7157608695652176,93.02,17.42,17,70,22,0,12,0,Fall
Arlington,TX,165.8,66.21565217391304,65.92391304347827,68.60108695652174,3.842391304347826,4.064402173913043,100.94,24.08,22,142,1,0,66,0,Fall
Arlington,VA,62.5,56.42375,55.17391304347826,61.139945652173914,2.340489130434783,2.567663043478261,93.92,24.98,26,115,13,0,18,0,Fall
Asheville,NC,358.1,59.75521739130435,58.54076086956522,61.41005434782609,2.4293478260869565,3.850271739130435,95,21.92,40,162,6,0,39,0,Fall
Athens,GA,104.6,63.28722826086957,62.51086956521739,66.6929347826087,2.051630434782609,2.8980978260869565,96.08,23,21,120,0,0,31,0,Fall
Atlanta,GA,104.6,63.28722826086957,62.51086956521739,66.6929347826087,2.051630434782609,2.8980978260869565,96.08,23,21,120,0,0,31,0,Fall
Augusta,GA,14,66.9791847826087,66.4836956521739,64.51603260869565,3.3864130434782607,3.6258152173913043,96.08,28.04,77,123,0,1,41,1,Fall
Austin,TX,240.5,70.01032608695652,70.2038043478261,68.14103260869565,4.327989130434783,3.688586956521739,100.04,24.08,49,161,0,0,63,0,Fall
Bakersfield,CA,54.6,63.70690217391304,62.58695652173913,60.595652173913045,1.3304347826086957,0.6160326086956521,104,42.98,9,45,0,0,0,0,Fall
Baltimore,MD,14.3,51.91983695652174,50.70108695652174,64.85652173913043,2.483967391304348,1.346467391304348,93.92,12.2,19,87,11,0,6,0,Fall
Bellevue,WA,14.3,50.908315217391305,49.25815217391305,75.22717391304347,3.8559782608695654,0.7369565217391304,76.64,24.08,33,89,0,0,1,0,Fall
Bellingham,WA,14.3,49.68353260869565,47.91576086956522,71.31440217391304,3.1807065217391304,0.7135869565217391,84.2,20.66,33,89,0,0,1,0,Fall
Berkeley,CA,46.3,60.86016304347826,59.46467391304348,59.96875,2.957880434782609,0.8350543478260869,109.04,26.96,4,56,0,0,5,0,Fall
Birmingham,AL,187.5,66.55902173913043,65.97282608695652,63.405434782608694,2.795380434782609,4.2853260869565215,100.04,26.06,23,141,1,0,54,0,Fall
Bloomington,IN,269.1,55.23663043478261,54.13858695652174,63.49211956521739,4.105163043478261,3.878260869565217,93.02,19.04,32,181,34,2,62,0,Fall
Boise,ID,1528,41.56054347826087,40.15217391304348,64.59429347826087,2.3334239130434784,2.286684782608696,95,-5.08,59,156,92,0,21,0,Fall
Boston,MA,24.7,47.670760869565214,46.41576086956522,69.31086956521739,3.3758152173913043,3.100271739130435,91.94,12.92,66,113,25,0,9,0,Fall
Boulder,CO,1793.1,41.221576086956524,39.48641304347826,50.75625,3.925,1.5407608695652173,95,-7.96,64,95,109,4,42,0,Fall
Brooklyn,NY,32,50.68673913043478,49.40760869565217,62.522282608695654,2.2277173913043478,0.8953804347826086,96.98,12.2,22,70,12,0,6,0,Fall
Buffalo,NY,647.4,45.47407608695652,44.32608695652174,65.18532608695652,3.746467391304348,2.2567934782608696,91.94,3.92,15,76,48,0,9,0,Fall
Burlington,VT,97.8,42.31625,41.29891304347826,65.20108695652173,3.1073369565217392,0.7945652173913044,91.94,3.02,19,60,26,0,8,0,Fall
Charleston,SC,14,67.55,67.09782608695652,64.35570652173914,3.663858695652174,3.5277173913043476,96.08,30.92,68,126,0,1,47,1,Fall
Charlotte,NC,358.1,59.75521739130435,58.54076086956522,61.41005434782609,2.4293478260869565,3.850271739130435,95,21.92,40,162,6,0,39,0,Fall
Chattanooga,TN,388.6,61.0670652173913,60.04076086956522,65.96548913043479,2.5252717391304347,2.8543478260869564,95,19.4,27,118,1,0,33,0,Fall
Chicago,IL,182.6,50.09538043478261,48.65760869565217,58.39836956521739,4.041304347826087,2.0692934782608696,93.92,8.06,20,112,23,0,23,0,Fall
Cincinnati,OH,269.1,54.64625,53.53532608695652,64.50516304347826,3.628532608695652,2.4820652173913045,94.46,18.5,15,91,14,1,27,0,Fall
Cleveland,OH,393.2,48.24402173913043,47.05434782608695,67.81467391304348,3.7880434782608696,3.2008152173913045,93.92,15.98,25,72,31,0,16,0,Fall
College Station,TX,13.4,70.7591847826087,71.47826086956522,73.37065217391304,3.3342391304347827,4.170380434782609,98.96,30.02,19,145,0,0,56,0,Fall
Colorado Springs,CO,1278.3,42.73836956521739,41.02173913043478,49.59510869565217,4.236413043478261,1.6051630434782609,100.04,-7.96,61,90,99,2,30,0,Fall
Columbia,SC,12.2,66.70869565217392,66.21739130434783,65.67445652173913,3.8592391304347826,3.3885869565217392,95,30.02,62,124,0,1,40,0,Fall
Columbus,OH,393.2,50.59380434782609,49.46467391304348,67.73423913043479,4.04429347826087,3.05,94.46,15.98,21,78,20,0,19,0,Fall
Dallas,TX,165.8,66.21565217391304,65.92391304347827,68.60108695652174,3.842391304347826,4.064402173913043,100.94,24.08,22,142,1,0,66,0,Fall
Dayton,OH,269.1,53.300163043478264,52.17391304347826,65.47608695652174,3.8032608695652175,3.2144021739130433,94.46,18.5,15,91,14,1,27,0,Fall
Denver,CO,1793.1,41.221576086956524,39.48641304347826,50.75625,3.925,1.5407608695652173,95,-7.96,64,95,109,4,42,0,Fall
Des Moines,IA,264.6,51.46739130434783,50.141304347826086,62.41983695652174,4.857880434782609,2.5956521739130434,93.92,6.98,28,152,32,2,55,0,Fall
Detroit,MI,393.2,48.24402173913043,47.05434782608695,67.81467391304348,3.7880434782608696,3.2008152173913045,93.92,15.98,25,72,31,0,16,0,Fall
Durham,NC,56.7,60.09369565217391,59.20652173913044,65.96385869565218,2.6682065217391306,2.863858695652174,94.28,24.08,12,74,6,1,24,0,Fall
Eugene,OR,48.5,50.77478260869565,49.22010869565217,74.07336956521739,2.4119565217391306,2.651086956521739,96.08,21.92,92,206,19,0,3,0,Fall
Everett,WA,14.3,51.14505434782609,49.52445652173913,75.17826086956522,3.7625,0.5918478260869565,76.64,24.08,33,89,0,0,1,0,Fall
Fayetteville,AR,122.8,61.01619565217391,60.171195652173914,68.45353260869565,2.6293478260869567,5.280434782608696,96.98,21.92,23,155,7,0,70,0,Fall
Fort Collins,CO,1793.1,44.60880434782609,42.69836956521739,56.447554347826085,3.189945652173913,1.0114130434782609,98.96,-0.04,16,71,21,2,33,0,Fall
Fort Lauderdale,FL,8.8,76.88603260869566,78.39673913043478,66.12771739130434,4.0491847826086955,2.811413043478261,93.92,44.96,5,126,0,0,42,0,Fall
Fort Myers,FL,3.1,75.9004347826087,77.1413043478261,67.49402173913043,4.435597826086957,3.2546195652173915,93.92,41,7,131,0,0,47,0,Fall
Fort Wayne,IN,189.6,49.23451086956522,47.76358695652174,57.675,4.275271739130435,1.9407608695652174,93.02,17.96,26,100,34,0,17,0,Fall
Fort Worth,TX,192,66.17554347826086,65.83152173913044,67.32092391304347,3.9418478260869567,3.841032608695652,100.94,24.08,17,134,2,0,62,0,Fall
Fresno,CA,101.5,62.78831521739131,61.25,53.67663043478261,2.5891304347826085,0.6361413043478261,109.04,30.2,2,46,0,2,7,0,Fall
Grand Rapids,MI,253,49.12103260869565,47.92934782608695,65.20625,4.418478260869565,2.7831521739130434,93.02,10.94,38,150,42,0,35,0,Fall
Greensboro,NC,358.1,59.75521739130435,58.54076086956522,61.41005434782609,2.4293478260869565,3.850271739130435,95,21.92,40,162,6,0,39,0,Fall
Greenville,SC,40.2,65.38266304347826,64.69565217391305,64.32228260869566,2.701630434782609,3.221195652173913,96.98,26.06,77,136,0,0,36,0,Fall
Harrisburg,PA,95.1,51.310869565217395,50.078804347826086,63.02282608695652,2.4105978260869567,1.2345108695652174,95,12.2,22,89,16,0,16,0,Fall
Hartford,CT,24.7,48.77717391304348,47.41576086956522,64.86141304347827,3.117663043478261,2.791032608695652,93.02,12.92,68,150,27,0,9,0,Fall
Houston,TX,4.9,70.67596730245232,71.35422343324251,75.09373297002725,3.9446866485013623,4.5967302452316074,96.98,30.02,65,155,0,0,47,0,Fall
Huntsville,AL,187.5,62.47380434782609,61.63858695652174,66.17853260869565,2.4372282608695652,3.4820652173913045,95,19.4,7,111,1,0,45,0,Fall
Indianapolis,IN,269.1,55.23663043478261,54.13858695652174,63.49211956521739,4.105163043478261,3.878260869565217,93.02,19.04,32,181,34,2,62,0,Fall
Irvine,CA,124.7,69.01152173913043,67.32336956521739,41.26304347826087,3.023641304347826,0.22934782608695653,116.06,31.46,4,40,0,0,4,0,Fall
Jacksonville,FL,7.9,68.76255434782608,68.71739130434783,69.98233695652173,3.3690217391304347,2.4834239130434783,96.08,30.02,39,109,1,1,59,0,Fall
Jersey City,NJ,32,50.68673913043478,49.40760869565217,62.522282608695654,2.2277173913043478,0.8953804347826086,96.98,12.2,22,70,12,0,6,0,Fall
Kansas City,MO,303.9,56.90211956521739,55.60326086956522,62.88858695652174,4.622554347826087,3.7206521739130434,93.92,8.96,20,154,15,0,68,0,Fall
Knoxville,TN,645.3,60.478641304347825,59.30434782608695,61.71385869565218,2.5383152173913044,2.217663043478261,96.98,21.2,27,113,4,0,25,0,Fall
Las Vegas,NV,1042.4,68.10467391304348,65.48641304347827,23.346467391304348,3.8793478260869567,0.3201086956521739,107.06,17.96,0,40,0,0,15,0,Fall
Lexington,KY,416.1,57.17896739130435,55.96739130434783,61.84646739130435,2.067934782608696,3.4418478260869567,91.94,17.6,59,146,18,0,35,0,Fall
Lincoln,NE,299.3,53.396521739130435,51.92391304347826,62.08016304347826,4.7807065217391305,3.2421195652173913,98.06,8.96,20,145,24,1,62,0,Fall
Little Rock,AR,88.4,64.58195652173913,64.07336956521739,67.37934782608696,2.922282608695652,5.691304347826087,98.96,24.98,31,145,1,0,72,0,Fall
Long Beach,CA,124.7,69.01152173913043,67.32336956521739,41.26304347826087,3.023641304347826,0.22934782608695653,116.06,31.46,4,40,0,0,4,0,Fall
Los Angeles,CA,124.7,69.01152173913043,67.32336956521739,41.26304347826087,3.023641304347826,0.22934782608695653,116.06,31.46,4,40,0,0,4,0,Fall
Louisville,KY,269.1,55.66559782608696,54.557065217391305,63.338315217391305,3.807065217391304,2.642391304347826,93.02,19.04,23,133,26,1,42,0,Fall
Lubbock,TX,283.5,65.34402173913044,63.91304347826087,49.030706521739134,4.186141304347826,1.851358695652174,100.94,15.44,24,92,3,0,56,0,Fall
Madison,WI,201.8,48.252826086956524,47.02445652173913,66.43559782608696,4.246739130434783,1.9771739130434782,92.48,6.98,12,77,16,0,16,0,Fall
Manchester,NH,24.7,47.647282608695654,46.40489130434783,69.3445652173913,3.559239130434783,2.69945652173913,91.94,12.92,78,150,30,0,9,0,Fall
Melbourne,FL,23.5,72.72646739130435,73.30163043478261,68.3,3.7581521739130435,3.3717391304347823,96.08,32,52,119,0,0,58,0,Fall
Memphis,TN,99.7,61.82032608695652,60.95108695652174,65.37798913043478,3.555978260869565,4.142391304347826,98.06,21.92,17,149,4,0,65,0,Fall
Miami,FL,2.4,77.57472826086956,79.82336956521739,68.81630434782609,3.8290760869565217,2.178804347826087,95,44.96,5,101,0,0,31,0,Fall
Milwaukee,WI,201.8,49.337717391304345,47.95923913043478,62.70108695652174,4.563586956521739,3.1415760869565217,95,6.98,24,154,36,0,35,0,Fall
Minneapolis,MN,269.8,45.61152173913043,44.328804347826086,60.7054347826087,3.619836956521739,2.360869565217391,91.94,3.02,34,129,44,0,27,0,Fall
Mobile,AL,57.9,69.09565217391304,69.19021739130434,70.88125,3.3209239130434782,3.3355978260869565,96.98,28.04,59,133,0,0,62,0,Fall
Nashville,TN,190.2,62.071739130434786,61.21195652173913,66.44836956521739,3.0445652173913045,3.610869565217391,98.06,19.04,20,136,2,0,59,0,Fall
New Haven,CT,24.7,48.59423913043478,47.29347826086956,66.11684782608695,3.0130434782608697,2.732608695652174,95,12.92,72,152,28,0,14,0,Fall
New Orleans,LA,1.2,71.31923913043478,71.89945652173913,71.53777173913043,4.201358695652174,3.264130434782609,96.08,33.08,52,78,1,0,44,0,Fall
New York,NY,24.7,49.50157608695652,48.28804347826087,65.3983695652174,2.466576086956522,0.9375,95,12.2,30,72,13,0,7,0,Fall
Newark,NJ,32,50.68673913043478,49.40760869565217,62.522282608695654,2.2277173913043478,0.8953804347826086,96.98,12.2,22,70,12,0,6,0,Fall
Norfolk,VA,4,59.0983152173913,58.192934782608695,66.82717391304348,2.6644021739130435,1.8790760869565217,94.28,24.08,9,34,2,0,4,0,Fall
Oakland,CA,46.3,60.86016304347826,59.46467391304348,59.96875,2.957880434782609,0.8350543478260869,109.04,26.96,4,56,0,0,5,0,Fall
Oklahoma City,OK,310,62.274728260869566,61.22282608695652,60.66684782608696,5.396195652173913,3.269565217391304,102.92,15.98,26,129,3,3,77,1,Fall
Olympia,WA,14.3,50.908315217391305,49.25815217391305,75.22717391304347,3.8559782608695654,0.7369565217391304,76.64,24.08,33,89,0,0,1,0,Fall
Omaha,NE,291.7,53.3216847826087,51.75815217391305,59.29673913043478,4.648097826086956,2.661413043478261,95,8.96,22,157,28,1,61,0,Fall
Orlando,FL,23.5,72.1341304347826,72.49184782608695,67.74673913043479,3.4660326086956523,2.8839673913043478,96.08,32,61,112,0,0,57,0,Fall
Pensacola,FL,57.9,68.47739130434783,68.49184782608695,71.67798913043478,3.1084239130434783,3.1836956521739133,96.98,28.04,77,129,0,0,58,0,Fall
Philadelphia,PA,32,50.68673913043478,49.40760869565217,62.522282608695654,2.2277173913043478,0.8953804347826086,96.98,12.2,22,70,12,0,6,0,Fall
Phoenix,AZ,449,69.07951086956521,66.70923913043478,25.14320652173913,2.9304347826086956,0.33749999999999997,107.6,19.04,1,25,1,0,8,0,Fall
Pittsburgh,PA,603.2,52.94652173913043,51.72554347826087,63.56739130434783,2.636141304347826,4.355706521739131,91.94,15.08,42,194,44,0,24,0,Fall
Plano,TX,165.8,66.02929347826087,65.74728260869566,69.60679347826087,3.4328804347826085,4.0445652173913045,100.94,24.98,19,120,1,0,49,0,Fall
Portland,ME,40.5,47.29364130434783,46.005434782608695,61.194021739130434,4.142119565217391,2.575271739130435,95,10.94,38,151,46,0,5,0,Fall
Portland,OR,16.8,52.5058152173913,50.91304347826087,72.31684782608696,1.9959239130434783,2.7730978260869565,98.96,19.94,20,187,1,0,2,0,Fall
Queens,NY,32,50.68673913043478,49.40760869565217,62.522282608695654,2.2277173913043478,0.8953804347826086,96.98,12.2,22,70,12,0,6,0,Fall
Raleigh,NC,56.7,60.09369565217391,59.20652173913044,65.96385869565218,2.6682065217391306,2.863858695652174,94.28,24.08,12,74,6,1,24,0,Fall
Reno,NV,18.9,58.00413043478261,56.21195652173913,56.38478260869565,2.822554347826087,0.8891304347826087,107.06,24.98,5,53,4,0,3,0,Fall
Richmond,VA,7,59.173152173913046,58.244565217391305,65.44375,2.7108695652173913,1.7676630434782608,95,24.08,10,36,2,0,6,0,Fall
Rochester,NY,144.8,45.48679347826087,44.328804347826086,65.41929347826087,3.571195652173913,2.3932065217391303,91.94,3.92,15,75,46,0,10,0,Fall
Rockville,MD,62.5,55.83875,54.619565217391305,62.33016304347826,2.6771739130434784,3.1355978260869564,93.92,23,33,151,20,0,23,0,Fall
Sacramento,CA,46.3,60.86016304347826,59.46467391304348,59.96875,2.957880434782609,0.8350543478260869,109.04,26.96,4,56,0,0,5,0,Fall
Saint Louis,MO,102.4,57.98603260869565,56.994565217391305,66.99836956521739,3.9660326086956523,4.890217391304348,95,17.06,29,161,19,1,59,0,Fall
Saint Paul,MN,269.8,45.61152173913043,44.328804347826086,60.7054347826087,3.619836956521739,2.360869565217391,91.94,3.02,34,129,44,0,27,0,Fall
Saint Petersburg,FL,23.5,71.99472826086956,72.23641304347827,66.44048913043478,3.3019021739130436,2.8494565217391306,96.08,32,62,124,0,1,66,0,Fall
Salem,OR,16.8,52.5058152173913,50.91304347826087,72.31684782608696,1.9959239130434783,2.7730978260869565,98.96,19.94,20,187,1,0,2,0,Fall
Salt Lake City,UT,1804.7,51.84989130434783,49.19021739130435,43.988586956521736,3.3529891304347825,0.6793478260869565,99.5,10.94,6,68,18,1,15,0,Fall
San Antonio,TX,145.1,70.15608695652173,70.39402173913044,68.01358695652173,3.758695652173913,3.10625,102.92,24.08,38,144,0,0,67,0,Fall
San Diego,CA,124.7,71.59951086956522,69.72010869565217,33.85434782608696,3.5519021739130436,0.21630434782608696,116.06,31.46,3,51,0,0,3,0,Fall
San Francisco,CA,33.2,60.68163043478261,59.29347826086956,61.113586956521736,2.8869565217391306,0.9796195652173914,109.94,24.98,4,57,0,0,5,0,Fall
San Jose,CA,46.3,60.86016304347826,59.46467391304348,59.96875,2.957880434782609,0.8350543478260869,109.04,26.96,4,56,0,0,5,0,Fall
Santa Barbara,CA,54.6,63.70690217391304,62.58695652173913,60.595652173913045,1.3304347826086957,0.6160326086956521,104,42.98,9,45,0,0,0,0,Fall
Santa Rosa,CA,33.2,60.68163043478261,59.29347826086956,61.113586956521736,2.8869565217391306,0.9796195652173914,109.94,24.98,4,57,0,0,5,0,Fall
Seattle,WA,14.3,50.908315217391305,49.25815217391305,75.22717391304347,3.8559782608695654,0.7369565217391304,76.64,24.08,33,89,0,0,1,0,Fall
Shreveport,LA,87.8,66.37021739130435,66.06521739130434,69.07228260869566,2.9771739130434782,4.384510869565218,98.06,24.98,18,55,0,0,22,0,Fall
Sioux Falls,SD,401.4,48.25625,46.99184782608695,67.48451086956521,5.528804347826087,2.503532608695652,93.02,-0.04,25,132,37,0,38,0,Fall
Spokane,WA,364.5,51.26733695652174,49.28804347826087,57.826358695652175,2.5932065217391305,1.7067934782608696,96.98,6.98,1,38,0,0,6,0,Fall
Springfield,MO,392.3,59.13353260869565,58.12228260869565,67.03369565217392,3.973913043478261,4.916304347826087,95,17.06,35,170,11,0,71,0,Fall
Syracuse,NY,144.8,45.03434782608696,43.88586956521739,64.09048913043479,3.6730978260869565,2.9402173913043477,91.04,-0.04,65,173,86,0,28,0,Fall
Tacoma,WA,14.3,51.35146739130435,49.76086956521739,75.53152173913044,3.5932065217391305,0.9070652173913043,86,24.08,48,129,0,0,1,0,Fall
Tampa,FL,23.5,72.2270652173913,72.69836956521739,68.01521739130435,3.2774456521739133,2.632608695652174,96.08,32,52,98,0,0,43,0,Fall
Tucson,AZ,1438.4,65.96961956521739,63.307065217391305,23.347282608695654,3.414945652173913,0.41875,105.08,24.08,2,31,1,0,9,0,Fall
Tulsa,OK,198.1,61.565,60.58695652173913,63.35353260869565,4.54945652173913,4.370652173913044,98.06,14,19,153,4,5,75,0,Fall
Vancouver,WA,16.8,52.5058152173913,50.91304347826087,72.31684782608696,1.9959239130434783,2.7730978260869565,98.96,19.94,20,187,1,0,2,0,Fall
Virginia Beach,VA,4,59.6525,58.78260869565217,68.32255434782608,3.838586956521739,2.6839673913043476,91.4,19.94,25,114,4,0,17,0,Fall
Washington,DC,88.4,54.33076086956522,53.05163043478261,60.45,3.154891304347826,3.2375,93.92,21.02,31,187,25,0,31,0,Fall
West Palm Beach,FL,3.1,75.9004347826087,77.1413043478261,67.49402173913043,4.435597826086957,3.2546195652173915,93.92,41,7,131,0,0,47,0,Fall
Wichita,KS,364.5,57.518913043478264,56.22282608695652,63.10951086956522,5.067119565217391,3.8516304347826087,96.98,10.04,20,131,7,0,65,0,Fall
Winston-salem,NC,358.1,59.75521739130435,58.54076086956522,61.41005434782609,2.4293478260869565,3.850271739130435,95,21.92,40,162,6,0,39,0,Fall
